fid,new_commun,old_commun,mean_runoff,date
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.04980090654827805,2012-06
7,AMBIABE,ANDRORANGAVOLA,0.04487026804644231,2012-06
14,ANTARETRA,ANTARETRA,0.04742238055470553,2012-06
15,ANTSINDRA,ANTSINDRA,0.03865204353192397,2012-06
5,AMPASINAMBO,FASINTSARA,0.04950294424492202,2012-06
11,FASINTSARA,FASINTSARA,0.043716245704395244,2012-06
8,IFANADIANA,IFANADIANA,0.04652427359506788,2012-06
3,KELILALINA,KELILALINA,0.04335413342490663,2012-06
12,MAROHARATRA,MAROHARATRA,0.04830192754596787,2012-06
13,MAROTOKO,MAROTOKO,0.048221355273126355,2012-06
1,RANOMAFANA,RANOMAFANA,0.03870105661770145,2012-06
10,TSARATANANA,TSARATANANA,0.0467232523195564,2012-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.03456011141300508,2012-07
4,AMBOHIMIERA,AMBOHIMIERA,0.03598030859438433,2012-07
9,ANALAMPASINA,ANALAMPASINA,0.03497851734325013,2012-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.03920652150031217,2012-07
7,AMBIABE,ANDRORANGAVOLA,0.03668603908111261,2012-07
14,ANTARETRA,ANTARETRA,0.038610409845058834,2012-07
15,ANTSINDRA,ANTSINDRA,0.028327603522974223,2012-07
5,AMPASINAMBO,FASINTSARA,0.03397240475168609,2012-07
11,FASINTSARA,FASINTSARA,0.030481092401930945,2012-07
8,IFANADIANA,IFANADIANA,0.03766523296590586,2012-07
3,KELILALINA,KELILALINA,0.03499416744594613,2012-07
12,MAROHARATRA,MAROHARATRA,0.03453720639721939,2012-07
13,MAROTOKO,MAROTOKO,0.03891290131139485,2012-07
1,RANOMAFANA,RANOMAFANA,0.03192660274170486,2012-07
10,TSARATANANA,TSARATANANA,0.036927653103337295,2012-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.020447237924725182,2012-08
4,AMBOHIMIERA,AMBOHIMIERA,0.02065998736583072,2012-08
9,ANALAMPASINA,ANALAMPASINA,0.02135301063843637,2012-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.020752607536788238,2012-08
7,AMBIABE,ANDRORANGAVOLA,0.019591124582633096,2012-08
14,ANTARETRA,ANTARETRA,0.022760714727061607,2012-08
15,ANTSINDRA,ANTSINDRA,0.015364907610114617,2012-08
5,AMPASINAMBO,FASINTSARA,0.020231298717369596,2012-08
11,FASINTSARA,FASINTSARA,0.016775538466915686,2012-08
8,IFANADIANA,IFANADIANA,0.020457554158502197,2012-08
3,KELILALINA,KELILALINA,0.019649222618726227,2012-08
12,MAROHARATRA,MAROHARATRA,0.019399198557324214,2012-08
13,MAROTOKO,MAROTOKO,0.021313785398954423,2012-08
1,RANOMAFANA,RANOMAFANA,0.018567241388260353,2012-08
10,TSARATANANA,TSARATANANA,0.021594983644400483,2012-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.011665860301730639,2012-09
4,AMBOHIMIERA,AMBOHIMIERA,0.012203020657497508,2012-09
9,ANALAMPASINA,ANALAMPASINA,0.012727683559872539,2012-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.01189096211238141,2012-09
7,AMBIABE,ANDRORANGAVOLA,0.011467864841404867,2012-09
14,ANTARETRA,ANTARETRA,0.012985054710614556,2012-09
15,ANTSINDRA,ANTSINDRA,0.008054008482943641,2012-09
5,AMPASINAMBO,FASINTSARA,0.012128838636353974,2012-09
11,FASINTSARA,FASINTSARA,0.009156697118168987,2012-09
8,IFANADIANA,IFANADIANA,0.01168877010083678,2012-09
3,KELILALINA,KELILALINA,0.011613848889901855,2012-09
12,MAROHARATRA,MAROHARATRA,0.010704944358870224,2012-09
13,MAROTOKO,MAROTOKO,0.012393173495460883,2012-09
1,RANOMAFANA,RANOMAFANA,0.011375797044859505,2012-09
10,TSARATANANA,TSARATANANA,0.012178856482412416,2012-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.00709266167370217,2012-10
4,AMBOHIMIERA,AMBOHIMIERA,0.007970018601594695,2012-10
9,ANALAMPASINA,ANALAMPASINA,0.007986886792485468,2012-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.007295449116165766,2012-10
7,AMBIABE,ANDRORANGAVOLA,0.0073185003600750335,2012-10
14,ANTARETRA,ANTARETRA,0.00772505564776519,2012-10
15,ANTSINDRA,ANTSINDRA,0.004818362410419772,2012-10
5,AMPASINAMBO,FASINTSARA,0.0077717190268324484,2012-10
11,FASINTSARA,FASINTSARA,0.005529216963501517,2012-10
8,IFANADIANA,IFANADIANA,0.007211584471609966,2012-10
3,KELILALINA,KELILALINA,0.007487258618124181,2012-10
12,MAROHARATRA,MAROHARATRA,0.0062634125491431185,2012-10
13,MAROTOKO,MAROTOKO,0.007643583174125972,2012-10
1,RANOMAFANA,RANOMAFANA,0.007877783906023941,2012-10
10,TSARATANANA,TSARATANANA,0.007198276594828359,2012-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.006943720998298581,2012-11
4,AMBOHIMIERA,AMBOHIMIERA,0.006772457079563007,2012-11
9,ANALAMPASINA,ANALAMPASINA,0.007331152629726126,2012-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.005372168329881479,2012-11
7,AMBIABE,ANDRORANGAVOLA,0.007259909031133669,2012-11
14,ANTARETRA,ANTARETRA,0.005543491930017917,2012-11
15,ANTSINDRA,ANTSINDRA,0.00839217494146934,2012-11
5,AMPASINAMBO,FASINTSARA,0.00639783428725001,2012-11
11,FASINTSARA,FASINTSARA,0.009501825494448403,2012-11
8,IFANADIANA,IFANADIANA,0.007152724204073502,2012-11
3,KELILALINA,KELILALINA,0.007304288983070406,2012-11
12,MAROHARATRA,MAROHARATRA,0.006610833139047285,2012-11
13,MAROTOKO,MAROTOKO,0.005209064676430298,2012-11
1,RANOMAFANA,RANOMAFANA,0.008690895203613198,2012-11
10,TSARATANANA,TSARATANANA,0.005912342977230158,2012-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.03482402211609285,2012-12
4,AMBOHIMIERA,AMBOHIMIERA,0.024778200457550588,2012-12
9,ANALAMPASINA,ANALAMPASINA,0.02648922830839199,2012-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.024196978939588654,2012-12
7,AMBIABE,ANDRORANGAVOLA,0.028054033042989437,2012-12
14,ANTARETRA,ANTARETRA,0.021981086307188116,2012-12
15,ANTSINDRA,ANTSINDRA,0.05577882138329103,2012-12
5,AMPASINAMBO,FASINTSARA,0.021720074354448605,2012-12
11,FASINTSARA,FASINTSARA,0.040931775490850184,2012-12
8,IFANADIANA,IFANADIANA,0.029245435090648236,2012-12
3,KELILALINA,KELILALINA,0.0309012522993985,2012-12
12,MAROHARATRA,MAROHARATRA,0.030433436944217313,2012-12
13,MAROTOKO,MAROTOKO,0.019790253260393326,2012-12
1,RANOMAFANA,RANOMAFANA,0.027357546624377033,2012-12
10,TSARATANANA,TSARATANANA,0.03551523780758007,2012-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.15247578776599477,2013-01
4,AMBOHIMIERA,AMBOHIMIERA,0.08012385886451721,2013-01
9,ANALAMPASINA,ANALAMPASINA,0.10563544700237225,2013-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.05355238746326912,2013-01
7,AMBIABE,ANDRORANGAVOLA,0.0580352473411902,2013-01
14,ANTARETRA,ANTARETRA,0.10205541866722988,2013-01
15,ANTSINDRA,ANTSINDRA,0.22428856191924806,2013-01
5,AMPASINAMBO,FASINTSARA,0.10023193666575327,2013-01
11,FASINTSARA,FASINTSARA,0.1955875799780198,2013-01
8,IFANADIANA,IFANADIANA,0.08354451134974235,2013-01
3,KELILALINA,KELILALINA,0.07587106064570409,2013-01
12,MAROHARATRA,MAROHARATRA,0.15387997415846547,2013-01
13,MAROTOKO,MAROTOKO,0.05125482795698127,2013-01
1,RANOMAFANA,RANOMAFANA,0.058024818891010084,2013-01
10,TSARATANANA,TSARATANANA,0.1582567260118892,2013-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.4546824625208786,2013-02
4,AMBOHIMIERA,AMBOHIMIERA,0.3344087977070662,2013-02
9,ANALAMPASINA,ANALAMPASINA,0.44536310869046236,2013-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.2787776922192101,2013-02
7,AMBIABE,ANDRORANGAVOLA,0.25845542432670654,2013-02
14,ANTARETRA,ANTARETRA,0.4181324918585611,2013-02
15,ANTSINDRA,ANTSINDRA,0.47279137670231663,2013-02
5,AMPASINAMBO,FASINTSARA,0.3788486878095666,2013-02
11,FASINTSARA,FASINTSARA,0.45023342679090983,2013-02
8,IFANADIANA,IFANADIANA,0.3121428475419442,2013-02
3,KELILALINA,KELILALINA,0.2996782770818681,2013-02
12,MAROHARATRA,MAROHARATRA,0.43027387997486805,2013-02
13,MAROTOKO,MAROTOKO,0.28891519437208135,2013-02
1,RANOMAFANA,RANOMAFANA,0.2657736826599866,2013-02
10,TSARATANANA,TSARATANANA,0.43604268759087816,2013-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.0866986883637577,2013-03
4,AMBOHIMIERA,AMBOHIMIERA,0.07674769698168186,2013-03
9,ANALAMPASINA,ANALAMPASINA,0.08857072393593304,2013-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.0739879130323713,2013-03
7,AMBIABE,ANDRORANGAVOLA,0.07079288195922177,2013-03
14,ANTARETRA,ANTARETRA,0.0863914362836018,2013-03
15,ANTSINDRA,ANTSINDRA,0.07604140908312275,2013-03
5,AMPASINAMBO,FASINTSARA,0.0862006032711545,2013-03
11,FASINTSARA,FASINTSARA,0.08189755452607246,2013-03
8,IFANADIANA,IFANADIANA,0.0735017468682847,2013-03
3,KELILALINA,KELILALINA,0.07187646797095462,2013-03
12,MAROHARATRA,MAROHARATRA,0.08946913320987449,2013-03
13,MAROTOKO,MAROTOKO,0.07554298190617309,2013-03
1,RANOMAFANA,RANOMAFANA,0.06777705915311118,2013-03
10,TSARATANANA,TSARATANANA,0.08480579840053541,2013-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.05216495308575959,2013-04
4,AMBOHIMIERA,AMBOHIMIERA,0.05094683240148912,2013-04
9,ANALAMPASINA,ANALAMPASINA,0.051919983712741646,2013-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.0487508077314058,2013-04
7,AMBIABE,ANDRORANGAVOLA,0.05139856220268922,2013-04
14,ANTARETRA,ANTARETRA,0.04351429762919875,2013-04
15,ANTSINDRA,ANTSINDRA,0.04314010029156774,2013-04
5,AMPASINAMBO,FASINTSARA,0.060704242774670666,2013-04
11,FASINTSARA,FASINTSARA,0.05871214114563386,2013-04
8,IFANADIANA,IFANADIANA,0.04756331172015073,2013-04
3,KELILALINA,KELILALINA,0.04884494712395904,2013-04
12,MAROHARATRA,MAROHARATRA,0.05799808970717538,2013-04
13,MAROTOKO,MAROTOKO,0.048923316302441504,2013-04
1,RANOMAFANA,RANOMAFANA,0.04860991516757839,2013-04
10,TSARATANANA,TSARATANANA,0.044961601843375755,2013-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.04363695200221453,2013-05
4,AMBOHIMIERA,AMBOHIMIERA,0.038811197879937906,2013-05
9,ANALAMPASINA,ANALAMPASINA,0.0419748582066966,2013-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.04319150882033832,2013-05
7,AMBIABE,ANDRORANGAVOLA,0.04178002967780817,2013-05
14,ANTARETRA,ANTARETRA,0.03630646004428736,2013-05
15,ANTSINDRA,ANTSINDRA,0.03633144373612807,2013-05
5,AMPASINAMBO,FASINTSARA,0.048743125821463486,2013-05
11,FASINTSARA,FASINTSARA,0.045720123028887484,2013-05
8,IFANADIANA,IFANADIANA,0.04020042048222925,2013-05
3,KELILALINA,KELILALINA,0.038355925994838044,2013-05
12,MAROHARATRA,MAROHARATRA,0.047781001070348356,2013-05
13,MAROTOKO,MAROTOKO,0.043407338290422766,2013-05
1,RANOMAFANA,RANOMAFANA,0.03649994162189625,2013-05
10,TSARATANANA,TSARATANANA,0.03619166344039444,2013-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.03333321145134957,2013-06
4,AMBOHIMIERA,AMBOHIMIERA,0.02941870622242319,2013-06
9,ANALAMPASINA,ANALAMPASINA,0.032363731473977427,2013-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.03422987614368774,2013-06
7,AMBIABE,ANDRORANGAVOLA,0.03218497167531672,2013-06
14,ANTARETRA,ANTARETRA,0.02947344768100625,2013-06
15,ANTSINDRA,ANTSINDRA,0.02522169923008258,2013-06
5,AMPASINAMBO,FASINTSARA,0.03755804011082614,2013-06
11,FASINTSARA,FASINTSARA,0.03242265266366224,2013-06
8,IFANADIANA,IFANADIANA,0.031739934761842725,2013-06
3,KELILALINA,KELILALINA,0.029304493757672422,2013-06
12,MAROHARATRA,MAROHARATRA,0.035664008198423226,2013-06
13,MAROTOKO,MAROTOKO,0.03506984045658824,2013-06
1,RANOMAFANA,RANOMAFANA,0.027077016654668228,2013-06
10,TSARATANANA,TSARATANANA,0.02829978812868951,2013-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.02396628673298622,2013-07
4,AMBOHIMIERA,AMBOHIMIERA,0.02117611561829794,2013-07
9,ANALAMPASINA,ANALAMPASINA,0.02395298988111309,2013-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.022332498175116608,2013-07
7,AMBIABE,ANDRORANGAVOLA,0.021466759422906212,2013-07
14,ANTARETRA,ANTARETRA,0.021278759256838593,2013-07
15,ANTSINDRA,ANTSINDRA,0.01696922579381263,2013-07
5,AMPASINAMBO,FASINTSARA,0.02661150570410072,2013-07
11,FASINTSARA,FASINTSARA,0.02166692626185626,2013-07
8,IFANADIANA,IFANADIANA,0.02144435881370804,2013-07
3,KELILALINA,KELILALINA,0.020397644260895006,2013-07
12,MAROHARATRA,MAROHARATRA,0.024049329807948928,2013-07
13,MAROTOKO,MAROTOKO,0.023215849115404193,2013-07
1,RANOMAFANA,RANOMAFANA,0.019209972027508893,2013-07
10,TSARATANANA,TSARATANANA,0.02070547804509994,2013-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.016863716777047386,2013-08
4,AMBOHIMIERA,AMBOHIMIERA,0.015321208929219357,2013-08
9,ANALAMPASINA,ANALAMPASINA,0.01717286872489727,2013-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.014964125303680227,2013-08
7,AMBIABE,ANDRORANGAVOLA,0.014883265711486402,2013-08
14,ANTARETRA,ANTARETRA,0.014571137460575803,2013-08
15,ANTSINDRA,ANTSINDRA,0.011544690658739821,2013-08
5,AMPASINAMBO,FASINTSARA,0.01859580088660565,2013-08
11,FASINTSARA,FASINTSARA,0.015094653112035476,2013-08
8,IFANADIANA,IFANADIANA,0.014640727299890927,2013-08
3,KELILALINA,KELILALINA,0.014485122590631979,2013-08
12,MAROHARATRA,MAROHARATRA,0.016273740348020104,2013-08
13,MAROTOKO,MAROTOKO,0.015550779139433165,2013-08
1,RANOMAFANA,RANOMAFANA,0.014142427005795362,2013-08
10,TSARATANANA,TSARATANANA,0.01445741522327668,2013-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.011061368665534452,2013-09
4,AMBOHIMIERA,AMBOHIMIERA,0.010596563937352676,2013-09
9,ANALAMPASINA,ANALAMPASINA,0.011620272607923905,2013-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.009553263098758381,2013-09
7,AMBIABE,ANDRORANGAVOLA,0.009847041973718258,2013-09
14,ANTARETRA,ANTARETRA,0.009124808620540908,2013-09
15,ANTSINDRA,ANTSINDRA,0.006655549109020466,2013-09
5,AMPASINAMBO,FASINTSARA,0.01259791451735744,2013-09
11,FASINTSARA,FASINTSARA,0.009129917398177345,2013-09
8,IFANADIANA,IFANADIANA,0.009425923601501964,2013-09
3,KELILALINA,KELILALINA,0.00971963852867765,2013-09
12,MAROHARATRA,MAROHARATRA,0.01001922545848307,2013-09
13,MAROTOKO,MAROTOKO,0.00990640972704593,2013-09
1,RANOMAFANA,RANOMAFANA,0.009849815611188834,2013-09
10,TSARATANANA,TSARATANANA,0.009172554055737239,2013-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.00802488178345149,2013-10
4,AMBOHIMIERA,AMBOHIMIERA,0.007578466927156314,2013-10
9,ANALAMPASINA,ANALAMPASINA,0.008295572465789453,2013-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.00643772038241038,2013-10
7,AMBIABE,ANDRORANGAVOLA,0.0068870375225962505,2013-10
14,ANTARETRA,ANTARETRA,0.006134413058535032,2013-10
15,ANTSINDRA,ANTSINDRA,0.005566480134362241,2013-10
5,AMPASINAMBO,FASINTSARA,0.009381707551795817,2013-10
11,FASINTSARA,FASINTSARA,0.007008519569438278,2013-10
8,IFANADIANA,IFANADIANA,0.006510380503679188,2013-10
3,KELILALINA,KELILALINA,0.006894732226418777,2013-10
12,MAROHARATRA,MAROHARATRA,0.007078489946935292,2013-10
13,MAROTOKO,MAROTOKO,0.006748810410000982,2013-10
1,RANOMAFANA,RANOMAFANA,0.007293590428511951,2013-10
10,TSARATANANA,TSARATANANA,0.0063654378486963665,2013-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.015461438616414878,2013-11
4,AMBOHIMIERA,AMBOHIMIERA,0.021643727010923913,2013-11
9,ANALAMPASINA,ANALAMPASINA,0.018580709838264382,2013-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.006721946149002542,2013-11
7,AMBIABE,ANDRORANGAVOLA,0.01441747138015651,2013-11
14,ANTARETRA,ANTARETRA,0.00476273272874675,2013-11
15,ANTSINDRA,ANTSINDRA,0.010372723123526714,2013-11
5,AMPASINAMBO,FASINTSARA,0.01080218614512586,2013-11
11,FASINTSARA,FASINTSARA,0.014880470171040808,2013-11
8,IFANADIANA,IFANADIANA,0.009679327383506115,2013-11
3,KELILALINA,KELILALINA,0.01694799879566404,2013-11
12,MAROHARATRA,MAROHARATRA,0.008903192628321633,2013-11
13,MAROTOKO,MAROTOKO,0.007423916401912028,2013-11
1,RANOMAFANA,RANOMAFANA,0.024539788171518195,2013-11
10,TSARATANANA,TSARATANANA,0.00818879054072729,2013-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.06318833937687578,2013-12
4,AMBOHIMIERA,AMBOHIMIERA,0.06060910457081023,2013-12
9,ANALAMPASINA,ANALAMPASINA,0.09987943392531316,2013-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.013505136539437747,2013-12
7,AMBIABE,ANDRORANGAVOLA,0.031101347515975188,2013-12
14,ANTARETRA,ANTARETRA,0.008738938572629341,2013-12
15,ANTSINDRA,ANTSINDRA,0.03191582601615172,2013-12
5,AMPASINAMBO,FASINTSARA,0.05987074619756553,2013-12
11,FASINTSARA,FASINTSARA,0.07462629613255252,2013-12
8,IFANADIANA,IFANADIANA,0.02239427911319234,2013-12
3,KELILALINA,KELILALINA,0.0408185161826564,2013-12
12,MAROHARATRA,MAROHARATRA,0.03647438650653655,2013-12
13,MAROTOKO,MAROTOKO,0.017431521470887626,2013-12
1,RANOMAFANA,RANOMAFANA,0.05599335383991149,2013-12
10,TSARATANANA,TSARATANANA,0.021989072500984547,2013-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.24752244590708708,2014-01
4,AMBOHIMIERA,AMBOHIMIERA,0.1828605248234187,2014-01
9,ANALAMPASINA,ANALAMPASINA,0.2509945508059984,2014-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.08859445469010986,2014-01
7,AMBIABE,ANDRORANGAVOLA,0.12441765215277643,2014-01
14,ANTARETRA,ANTARETRA,0.10294350740351951,2014-01
15,ANTSINDRA,ANTSINDRA,0.22750428181806281,2014-01
5,AMPASINAMBO,FASINTSARA,0.21407436358651094,2014-01
11,FASINTSARA,FASINTSARA,0.26536476026830597,2014-01
8,IFANADIANA,IFANADIANA,0.13510671284119344,2014-01
3,KELILALINA,KELILALINA,0.1607759766416826,2014-01
12,MAROHARATRA,MAROHARATRA,0.18804139377671142,2014-01
13,MAROTOKO,MAROTOKO,0.10080937354221108,2014-01
1,RANOMAFANA,RANOMAFANA,0.15431994260065168,2014-01
10,TSARATANANA,TSARATANANA,0.18392352359148254,2014-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.23648654223879328,2014-02
4,AMBOHIMIERA,AMBOHIMIERA,0.18795086431920624,2014-02
9,ANALAMPASINA,ANALAMPASINA,0.23369613890292196,2014-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.16544110246462435,2014-02
7,AMBIABE,ANDRORANGAVOLA,0.1558482514908515,2014-02
14,ANTARETRA,ANTARETRA,0.22724788848445743,2014-02
15,ANTSINDRA,ANTSINDRA,0.22621552649449916,2014-02
5,AMPASINAMBO,FASINTSARA,0.18672041602357492,2014-02
11,FASINTSARA,FASINTSARA,0.21320859689223434,2014-02
8,IFANADIANA,IFANADIANA,0.18545587801800933,2014-02
3,KELILALINA,KELILALINA,0.1766542177049925,2014-02
12,MAROHARATRA,MAROHARATRA,0.19587678044065368,2014-02
13,MAROTOKO,MAROTOKO,0.1678505225846232,2014-02
1,RANOMAFANA,RANOMAFANA,0.15474752158725608,2014-02
10,TSARATANANA,TSARATANANA,0.24696690312040712,2014-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.07333983293177004,2014-03
4,AMBOHIMIERA,AMBOHIMIERA,0.07220504741119552,2014-03
9,ANALAMPASINA,ANALAMPASINA,0.07178021038804575,2014-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.07281254794587054,2014-03
7,AMBIABE,ANDRORANGAVOLA,0.07297846087095942,2014-03
14,ANTARETRA,ANTARETRA,0.07839295837593496,2014-03
15,ANTSINDRA,ANTSINDRA,0.06973605214481379,2014-03
5,AMPASINAMBO,FASINTSARA,0.07781336916431907,2014-03
11,FASINTSARA,FASINTSARA,0.08252861779510429,2014-03
8,IFANADIANA,IFANADIANA,0.07598486628358447,2014-03
3,KELILALINA,KELILALINA,0.07472384096511224,2014-03
12,MAROHARATRA,MAROHARATRA,0.08246251461193274,2014-03
13,MAROTOKO,MAROTOKO,0.07160987372333759,2014-03
1,RANOMAFANA,RANOMAFANA,0.07291131672291154,2014-03
10,TSARATANANA,TSARATANANA,0.07704048519500395,2014-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.05561956360880693,2014-04
4,AMBOHIMIERA,AMBOHIMIERA,0.05270432937622713,2014-04
9,ANALAMPASINA,ANALAMPASINA,0.05125022794408548,2014-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.04495072445463682,2014-04
7,AMBIABE,ANDRORANGAVOLA,0.047399169567890746,2014-04
14,ANTARETRA,ANTARETRA,0.052788676347068714,2014-04
15,ANTSINDRA,ANTSINDRA,0.05221635256407147,2014-04
5,AMPASINAMBO,FASINTSARA,0.061664816744005826,2014-04
11,FASINTSARA,FASINTSARA,0.06178765634103106,2014-04
8,IFANADIANA,IFANADIANA,0.0514052266165073,2014-04
3,KELILALINA,KELILALINA,0.05180037108747534,2014-04
12,MAROHARATRA,MAROHARATRA,0.06316036530029456,2014-04
13,MAROTOKO,MAROTOKO,0.04269424158412511,2014-04
1,RANOMAFANA,RANOMAFANA,0.05139048005893938,2014-04
10,TSARATANANA,TSARATANANA,0.05578457279744098,2014-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.03147240221515896,2014-05
4,AMBOHIMIERA,AMBOHIMIERA,0.030094072146609606,2014-05
9,ANALAMPASINA,ANALAMPASINA,0.032464993098798106,2014-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.026763922083014063,2014-05
7,AMBIABE,ANDRORANGAVOLA,0.026316380606426965,2014-05
14,ANTARETRA,ANTARETRA,0.030751895293612178,2014-05
15,ANTSINDRA,ANTSINDRA,0.023192115475525715,2014-05
5,AMPASINAMBO,FASINTSARA,0.03408801362472178,2014-05
11,FASINTSARA,FASINTSARA,0.026845929957942077,2014-05
8,IFANADIANA,IFANADIANA,0.028051421112752873,2014-05
3,KELILALINA,KELILALINA,0.02832220693339539,2014-05
12,MAROHARATRA,MAROHARATRA,0.030586142207390712,2014-05
13,MAROTOKO,MAROTOKO,0.02662416578532461,2014-05
1,RANOMAFANA,RANOMAFANA,0.02797158111576603,2014-05
10,TSARATANANA,TSARATANANA,0.030880956683841373,2014-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.017757439580425288,2014-06
4,AMBOHIMIERA,AMBOHIMIERA,0.01733165429988482,2014-06
9,ANALAMPASINA,ANALAMPASINA,0.019289006047334734,2014-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.01531134301959424,2014-06
7,AMBIABE,ANDRORANGAVOLA,0.014922733974954803,2014-06
14,ANTARETRA,ANTARETRA,0.017285062685424016,2014-06
15,ANTSINDRA,ANTSINDRA,0.011689792379545545,2014-06
5,AMPASINAMBO,FASINTSARA,0.019557658702218237,2014-06
11,FASINTSARA,FASINTSARA,0.014126446734623413,2014-06
8,IFANADIANA,IFANADIANA,0.015711717179618258,2014-06
3,KELILALINA,KELILALINA,0.016026019937201468,2014-06
12,MAROHARATRA,MAROHARATRA,0.016403662068018743,2014-06
13,MAROTOKO,MAROTOKO,0.015497103973827597,2014-06
1,RANOMAFANA,RANOMAFANA,0.015924316734793807,2014-06
10,TSARATANANA,TSARATANANA,0.017083907501277317,2014-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.012663360775866373,2014-07
4,AMBOHIMIERA,AMBOHIMIERA,0.012618728046831479,2014-07
9,ANALAMPASINA,ANALAMPASINA,0.01409322001296459,2014-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.010829031351229399,2014-07
7,AMBIABE,ANDRORANGAVOLA,0.010693994795548691,2014-07
14,ANTARETRA,ANTARETRA,0.011829429888279319,2014-07
15,ANTSINDRA,ANTSINDRA,0.00783531411341248,2014-07
5,AMPASINAMBO,FASINTSARA,0.01525107201837898,2014-07
11,FASINTSARA,FASINTSARA,0.011471071806478184,2014-07
8,IFANADIANA,IFANADIANA,0.011029694385729422,2014-07
3,KELILALINA,KELILALINA,0.011453761287786886,2014-07
12,MAROHARATRA,MAROHARATRA,0.012887098005443885,2014-07
13,MAROTOKO,MAROTOKO,0.011021512330156765,2014-07
1,RANOMAFANA,RANOMAFANA,0.011600181760904417,2014-07
10,TSARATANANA,TSARATANANA,0.011730021237734265,2014-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,0.010329782214314704,2014-08
4,AMBOHIMIERA,AMBOHIMIERA,0.010705516574177657,2014-08
9,ANALAMPASINA,ANALAMPASINA,0.011386647838951814,2014-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,0.008779153812294167,2014-08
7,AMBIABE,ANDRORANGAVOLA,0.008906206101300253,2014-08
14,ANTARETRA,ANTARETRA,0.008940709195200689,2014-08
15,ANTSINDRA,ANTSINDRA,0.006062029266453261,2014-08
5,AMPASINAMBO,FASINTSARA,0.014022446660637925,2014-08
11,FASINTSARA,FASINTSARA,0.00924024396352979,2014-08
8,IFANADIANA,IFANADIANA,0.008901550410434228,2014-08
3,KELILALINA,KELILALINA,0.0094459168813996,2014-08
