fid,new_commun,old_commun,mean_pev,date
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3216936409288821,2019-01
7,AMBIABE,ANDRORANGAVOLA,-0.38245351414917106,2019-01
14,ANTARETRA,ANTARETRA,-0.4375999605181686,2019-01
15,ANTSINDRA,ANTSINDRA,-0.40153155443792987,2019-01
5,AMPASINAMBO,FASINTSARA,-0.4168909124245317,2019-01
11,FASINTSARA,FASINTSARA,-0.37622958703926096,2019-01
8,IFANADIANA,IFANADIANA,-0.41291866747287537,2019-01
3,KELILALINA,KELILALINA,-0.40306344263941396,2019-01
12,MAROHARATRA,MAROHARATRA,-0.3762951086499832,2019-01
13,MAROTOKO,MAROTOKO,-0.324088628587448,2019-01
1,RANOMAFANA,RANOMAFANA,-0.3814157635042666,2019-01
10,TSARATANANA,TSARATANANA,-0.40102647020418836,2019-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2953356472492059,2019-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.26173786314558267,2019-02
9,ANALAMPASINA,ANALAMPASINA,-0.3758288226511926,2019-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3144297591651433,2019-02
7,AMBIABE,ANDRORANGAVOLA,-0.37397681262232163,2019-02
14,ANTARETRA,ANTARETRA,-0.4228237841280481,2019-02
15,ANTSINDRA,ANTSINDRA,-0.3949591836864962,2019-02
5,AMPASINAMBO,FASINTSARA,-0.419687748111244,2019-02
11,FASINTSARA,FASINTSARA,-0.3750821892304907,2019-02
8,IFANADIANA,IFANADIANA,-0.40685535644966003,2019-02
3,KELILALINA,KELILALINA,-0.3914761888776489,2019-02
12,MAROHARATRA,MAROHARATRA,-0.37377739502535523,2019-02
13,MAROTOKO,MAROTOKO,-0.31517829201449105,2019-02
1,RANOMAFANA,RANOMAFANA,-0.36181387911792545,2019-02
10,TSARATANANA,TSARATANANA,-0.3929449497041552,2019-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.250173583037953,2019-03
4,AMBOHIMIERA,AMBOHIMIERA,-0.22800091026230088,2019-03
9,ANALAMPASINA,ANALAMPASINA,-0.3171786460428888,2019-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.2785788068430477,2019-03
7,AMBIABE,ANDRORANGAVOLA,-0.33397801586776543,2019-03
14,ANTARETRA,ANTARETRA,-0.3643453709564903,2019-03
15,ANTSINDRA,ANTSINDRA,-0.3264079163605641,2019-03
5,AMPASINAMBO,FASINTSARA,-0.3509168226776096,2019-03
11,FASINTSARA,FASINTSARA,-0.31196152923652243,2019-03
8,IFANADIANA,IFANADIANA,-0.3585131004742639,2019-03
3,KELILALINA,KELILALINA,-0.3470155245330226,2019-03
12,MAROHARATRA,MAROHARATRA,-0.305223822344012,2019-03
13,MAROTOKO,MAROTOKO,-0.2784575608979638,2019-03
1,RANOMAFANA,RANOMAFANA,-0.32228079957251926,2019-03
10,TSARATANANA,TSARATANANA,-0.33577735047176427,2019-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.23284402989678282,2019-04
4,AMBOHIMIERA,AMBOHIMIERA,-0.21271681533362957,2019-04
9,ANALAMPASINA,ANALAMPASINA,-0.3066952683976223,2019-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.23529842879287302,2019-04
7,AMBIABE,ANDRORANGAVOLA,-0.29210998467433,2019-04
14,ANTARETRA,ANTARETRA,-0.3094006405416159,2019-04
15,ANTSINDRA,ANTSINDRA,-0.2954407814456577,2019-04
5,AMPASINAMBO,FASINTSARA,-0.33904360898518193,2019-04
11,FASINTSARA,FASINTSARA,-0.2945873914224043,2019-04
8,IFANADIANA,IFANADIANA,-0.314082774297112,2019-04
3,KELILALINA,KELILALINA,-0.3140356298420369,2019-04
12,MAROHARATRA,MAROHARATRA,-0.28455577158863526,2019-04
13,MAROTOKO,MAROTOKO,-0.23265930752326217,2019-04
1,RANOMAFANA,RANOMAFANA,-0.2990692227930178,2019-04
10,TSARATANANA,TSARATANANA,-0.2984135951626603,2019-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.18625179218220303,2019-05
4,AMBOHIMIERA,AMBOHIMIERA,-0.17123239923092567,2019-05
9,ANALAMPASINA,ANALAMPASINA,-0.2476747249553976,2019-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.19144772968200957,2019-05
7,AMBIABE,ANDRORANGAVOLA,-0.2372448140614551,2019-05
14,ANTARETRA,ANTARETRA,-0.25926223683114463,2019-05
15,ANTSINDRA,ANTSINDRA,-0.24206537715414883,2019-05
5,AMPASINAMBO,FASINTSARA,-0.2833794876644353,2019-05
11,FASINTSARA,FASINTSARA,-0.24013794384271916,2019-05
8,IFANADIANA,IFANADIANA,-0.2554057410496996,2019-05
3,KELILALINA,KELILALINA,-0.25579854030218613,2019-05
12,MAROHARATRA,MAROHARATRA,-0.23786463217926207,2019-05
13,MAROTOKO,MAROTOKO,-0.18999941734006673,2019-05
1,RANOMAFANA,RANOMAFANA,-0.24808554251352113,2019-05
10,TSARATANANA,TSARATANANA,-0.24354594750742511,2019-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.11664665558099166,2019-06
4,AMBOHIMIERA,AMBOHIMIERA,-0.11116933378362039,2019-06
9,ANALAMPASINA,ANALAMPASINA,-0.15148089370485782,2019-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.1361195809831048,2019-06
7,AMBIABE,ANDRORANGAVOLA,-0.16335807825619472,2019-06
14,ANTARETRA,ANTARETRA,-0.18649828818488243,2019-06
15,ANTSINDRA,ANTSINDRA,-0.1551617971597911,2019-06
5,AMPASINAMBO,FASINTSARA,-0.17207554253460888,2019-06
11,FASINTSARA,FASINTSARA,-0.14768724792830057,2019-06
8,IFANADIANA,IFANADIANA,-0.17542183484794144,2019-06
3,KELILALINA,KELILALINA,-0.17119832749904965,2019-06
12,MAROHARATRA,MAROHARATRA,-0.15073321184070557,2019-06
13,MAROTOKO,MAROTOKO,-0.13652738153106814,2019-06
1,RANOMAFANA,RANOMAFANA,-0.16519143628916902,2019-06
10,TSARATANANA,TSARATANANA,-0.16299514649274013,2019-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.19626421834769767,2019-07
4,AMBOHIMIERA,AMBOHIMIERA,-0.18092940648049097,2019-07
9,ANALAMPASINA,ANALAMPASINA,-0.2701017177964228,2019-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.20439411235692426,2019-07
7,AMBIABE,ANDRORANGAVOLA,-0.26044848557043465,2019-07
14,ANTARETRA,ANTARETRA,-0.28144220619065835,2019-07
15,ANTSINDRA,ANTSINDRA,-0.25909112692830577,2019-07
5,AMPASINAMBO,FASINTSARA,-0.30453512174003,2019-07
11,FASINTSARA,FASINTSARA,-0.2545933424430416,2019-07
8,IFANADIANA,IFANADIANA,-0.2804319660435439,2019-07
3,KELILALINA,KELILALINA,-0.28218964793045204,2019-07
12,MAROHARATRA,MAROHARATRA,-0.25116788335913015,2019-07
13,MAROTOKO,MAROTOKO,-0.20310733242992066,2019-07
1,RANOMAFANA,RANOMAFANA,-0.2718740526011871,2019-07
10,TSARATANANA,TSARATANANA,-0.2628536844722279,2019-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.28553818181164453,2019-08
4,AMBOHIMIERA,AMBOHIMIERA,-0.25651212674000906,2019-08
9,ANALAMPASINA,ANALAMPASINA,-0.3953694400665708,2019-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.29814868522289767,2019-08
7,AMBIABE,ANDRORANGAVOLA,-0.3874323269253286,2019-08
14,ANTARETRA,ANTARETRA,-0.4013123966186276,2019-08
15,ANTSINDRA,ANTSINDRA,-0.3753547928688646,2019-08
5,AMPASINAMBO,FASINTSARA,-0.44495753870513216,2019-08
11,FASINTSARA,FASINTSARA,-0.37283733861476465,2019-08
8,IFANADIANA,IFANADIANA,-0.4126327099099857,2019-08
3,KELILALINA,KELILALINA,-0.41680298547798433,2019-08
12,MAROHARATRA,MAROHARATRA,-0.3655432725040319,2019-08
13,MAROTOKO,MAROTOKO,-0.2973304304068054,2019-08
1,RANOMAFANA,RANOMAFANA,-0.3945190442970591,2019-08
10,TSARATANANA,TSARATANANA,-0.3809558250947948,2019-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2618758000904968,2019-09
4,AMBOHIMIERA,AMBOHIMIERA,-0.2304289054972575,2019-09
9,ANALAMPASINA,ANALAMPASINA,-0.34019010963986923,2019-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.27772600977297235,2019-09
7,AMBIABE,ANDRORANGAVOLA,-0.34144820933646824,2019-09
14,ANTARETRA,ANTARETRA,-0.3881244214898275,2019-09
15,ANTSINDRA,ANTSINDRA,-0.3631949405392759,2019-09
5,AMPASINAMBO,FASINTSARA,-0.3919609037322554,2019-09
11,FASINTSARA,FASINTSARA,-0.33888547417172,2019-09
8,IFANADIANA,IFANADIANA,-0.37470538957683297,2019-09
3,KELILALINA,KELILALINA,-0.36072200358808404,2019-09
12,MAROHARATRA,MAROHARATRA,-0.34294912735394173,2019-09
13,MAROTOKO,MAROTOKO,-0.27742435431293605,2019-09
1,RANOMAFANA,RANOMAFANA,-0.33293247328083736,2019-09
10,TSARATANANA,TSARATANANA,-0.36327804585082063,2019-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.38519610028963147,2019-10
4,AMBOHIMIERA,AMBOHIMIERA,-0.3349864975625388,2019-10
9,ANALAMPASINA,ANALAMPASINA,-0.4996791175988166,2019-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.39421351073674943,2019-10
7,AMBIABE,ANDRORANGAVOLA,-0.4764523806220932,2019-10
14,ANTARETRA,ANTARETRA,-0.5460062171050019,2019-10
15,ANTSINDRA,ANTSINDRA,-0.5217386842201382,2019-10
5,AMPASINAMBO,FASINTSARA,-0.586824904688231,2019-10
11,FASINTSARA,FASINTSARA,-0.5053945818248597,2019-10
8,IFANADIANA,IFANADIANA,-0.525202532359463,2019-10
3,KELILALINA,KELILALINA,-0.5063815570623518,2019-10
12,MAROHARATRA,MAROHARATRA,-0.51582323405275,2019-10
13,MAROTOKO,MAROTOKO,-0.3956404726517713,2019-10
1,RANOMAFANA,RANOMAFANA,-0.4666140880178809,2019-10
10,TSARATANANA,TSARATANANA,-0.5150865629525582,2019-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.375717124121514,2019-11
4,AMBOHIMIERA,AMBOHIMIERA,-0.33915996064723253,2019-11
9,ANALAMPASINA,ANALAMPASINA,-0.48969278175281056,2019-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3961978997519252,2019-11
7,AMBIABE,ANDRORANGAVOLA,-0.4895562511553888,2019-11
14,ANTARETRA,ANTARETRA,-0.5531819340572366,2019-11
15,ANTSINDRA,ANTSINDRA,-0.51647568493355,2019-11
5,AMPASINAMBO,FASINTSARA,-0.5354833844361108,2019-11
11,FASINTSARA,FASINTSARA,-0.47646810411638524,2019-11
8,IFANADIANA,IFANADIANA,-0.535358721872724,2019-11
3,KELILALINA,KELILALINA,-0.5233911706174317,2019-11
12,MAROHARATRA,MAROHARATRA,-0.48309435420912,2019-11
13,MAROTOKO,MAROTOKO,-0.39365894333867674,2019-11
1,RANOMAFANA,RANOMAFANA,-0.4887244515752131,2019-11
10,TSARATANANA,TSARATANANA,-0.5180266087111476,2019-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.3601459105662553,2019-12
4,AMBOHIMIERA,AMBOHIMIERA,-0.3301007640392699,2019-12
9,ANALAMPASINA,ANALAMPASINA,-0.4723141679378983,2019-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3834592681876506,2019-12
7,AMBIABE,ANDRORANGAVOLA,-0.47451507570010615,2019-12
14,ANTARETRA,ANTARETRA,-0.520777840371637,2019-12
15,ANTSINDRA,ANTSINDRA,-0.47821705902447853,2019-12
5,AMPASINAMBO,FASINTSARA,-0.4931494755019845,2019-12
11,FASINTSARA,FASINTSARA,-0.4468845295158605,2019-12
8,IFANADIANA,IFANADIANA,-0.5096993615083554,2019-12
3,KELILALINA,KELILALINA,-0.5043950570179606,2019-12
12,MAROHARATRA,MAROHARATRA,-0.4411924019991101,2019-12
13,MAROTOKO,MAROTOKO,-0.3795951630889426,2019-12
1,RANOMAFANA,RANOMAFANA,-0.47234657430376187,2019-12
10,TSARATANANA,TSARATANANA,-0.485675259669935,2019-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.29316368650350927,2020-01
4,AMBOHIMIERA,AMBOHIMIERA,-0.2679769970087858,2020-01
9,ANALAMPASINA,ANALAMPASINA,-0.37136312723844794,2020-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3368633199883206,2020-01
7,AMBIABE,ANDRORANGAVOLA,-0.40770457294512386,2020-01
14,ANTARETRA,ANTARETRA,-0.4559442721308003,2020-01
15,ANTSINDRA,ANTSINDRA,-0.3984079837535064,2020-01
5,AMPASINAMBO,FASINTSARA,-0.39560700295050294,2020-01
11,FASINTSARA,FASINTSARA,-0.36284430468211953,2020-01
8,IFANADIANA,IFANADIANA,-0.4421425531570829,2020-01
3,KELILALINA,KELILALINA,-0.42424244664931093,2020-01
12,MAROHARATRA,MAROHARATRA,-0.3660957875099843,2020-01
13,MAROTOKO,MAROTOKO,-0.33530152313845013,2020-01
1,RANOMAFANA,RANOMAFANA,-0.3856754431054855,2020-01
10,TSARATANANA,TSARATANANA,-0.4160140581012703,2020-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2519809564476229,2020-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.23212839004238572,2020-02
9,ANALAMPASINA,ANALAMPASINA,-0.3250412761024463,2020-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.27557707527529396,2020-02
7,AMBIABE,ANDRORANGAVOLA,-0.3408545542649161,2020-02
14,ANTARETRA,ANTARETRA,-0.36510507424365085,2020-02
15,ANTSINDRA,ANTSINDRA,-0.3308055517739189,2020-02
5,AMPASINAMBO,FASINTSARA,-0.36040335425981485,2020-02
11,FASINTSARA,FASINTSARA,-0.31826758469291216,2020-02
8,IFANADIANA,IFANADIANA,-0.36411809447410876,2020-02
3,KELILALINA,KELILALINA,-0.35763466401597854,2020-02
12,MAROHARATRA,MAROHARATRA,-0.31562369940972,2020-02
13,MAROTOKO,MAROTOKO,-0.2741150747739508,2020-02
1,RANOMAFANA,RANOMAFANA,-0.3346016969201749,2020-02
10,TSARATANANA,TSARATANANA,-0.34118271401801786,2020-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.23259206914181713,2020-03
4,AMBOHIMIERA,AMBOHIMIERA,-0.2166290116876595,2020-03
9,ANALAMPASINA,ANALAMPASINA,-0.2961405445330732,2020-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.25439549244748677,2020-03
7,AMBIABE,ANDRORANGAVOLA,-0.3111665153401082,2020-03
14,ANTARETRA,ANTARETRA,-0.34251771525417224,2020-03
15,ANTSINDRA,ANTSINDRA,-0.3020520708882312,2020-03
5,AMPASINAMBO,FASINTSARA,-0.3244268611259609,2020-03
11,FASINTSARA,FASINTSARA,-0.28740892122111417,2020-03
8,IFANADIANA,IFANADIANA,-0.3359025084411422,2020-03
3,KELILALINA,KELILALINA,-0.32825972563818984,2020-03
12,MAROHARATRA,MAROHARATRA,-0.2838241486935454,2020-03
13,MAROTOKO,MAROTOKO,-0.2491361514387016,2020-03
1,RANOMAFANA,RANOMAFANA,-0.30901890024910866,2020-03
10,TSARATANANA,TSARATANANA,-0.31665006876087565,2020-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.19244641326322984,2020-04
4,AMBOHIMIERA,AMBOHIMIERA,-0.17719265415910798,2020-04
9,ANALAMPASINA,ANALAMPASINA,-0.2503093582971281,2020-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.20050561196611913,2020-04
7,AMBIABE,ANDRORANGAVOLA,-0.2521777819628793,2020-04
14,ANTARETRA,ANTARETRA,-0.27033159466571194,2020-04
15,ANTSINDRA,ANTSINDRA,-0.2490782517304189,2020-04
5,AMPASINAMBO,FASINTSARA,-0.28929005825257004,2020-04
11,FASINTSARA,FASINTSARA,-0.24588517509887808,2020-04
8,IFANADIANA,IFANADIANA,-0.2709509548417775,2020-04
3,KELILALINA,KELILALINA,-0.27105865437374704,2020-04
12,MAROHARATRA,MAROHARATRA,-0.24220069362036176,2020-04
13,MAROTOKO,MAROTOKO,-0.1991042656464593,2020-04
1,RANOMAFANA,RANOMAFANA,-0.2570889806730701,2020-04
10,TSARATANANA,TSARATANANA,-0.25803413528328917,2020-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.1933645324072414,2020-05
4,AMBOHIMIERA,AMBOHIMIERA,-0.17699489761113146,2020-05
9,ANALAMPASINA,ANALAMPASINA,-0.2607059552030976,2020-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.19824269430178448,2020-05
7,AMBIABE,ANDRORANGAVOLA,-0.2505816806994254,2020-05
14,ANTARETRA,ANTARETRA,-0.2711173596700398,2020-05
15,ANTSINDRA,ANTSINDRA,-0.2487557637138042,2020-05
5,AMPASINAMBO,FASINTSARA,-0.30645480243241136,2020-05
11,FASINTSARA,FASINTSARA,-0.2508496687158672,2020-05
8,IFANADIANA,IFANADIANA,-0.2672065062886566,2020-05
3,KELILALINA,KELILALINA,-0.2687573073201034,2020-05
12,MAROHARATRA,MAROHARATRA,-0.2504661562010773,2020-05
13,MAROTOKO,MAROTOKO,-0.19792585776948043,2020-05
1,RANOMAFANA,RANOMAFANA,-0.25983652106110805,2020-05
10,TSARATANANA,TSARATANANA,-0.25180082768005757,2020-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.12537987109163135,2020-06
4,AMBOHIMIERA,AMBOHIMIERA,-0.12089954698488357,2020-06
9,ANALAMPASINA,ANALAMPASINA,-0.17213103481741038,2020-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.1341537720597266,2020-06
7,AMBIABE,ANDRORANGAVOLA,-0.16971107084030035,2020-06
14,ANTARETRA,ANTARETRA,-0.1828403582510866,2020-06
15,ANTSINDRA,ANTSINDRA,-0.16137332883356248,2020-06
5,AMPASINAMBO,FASINTSARA,-0.19814137491326692,2020-06
11,FASINTSARA,FASINTSARA,-0.16099973584181956,2020-06
8,IFANADIANA,IFANADIANA,-0.17928960259127968,2020-06
3,KELILALINA,KELILALINA,-0.18232504377120162,2020-06
12,MAROHARATRA,MAROHARATRA,-0.1595114648910808,2020-06
13,MAROTOKO,MAROTOKO,-0.13338565465437627,2020-06
1,RANOMAFANA,RANOMAFANA,-0.1802741209936703,2020-06
10,TSARATANANA,TSARATANANA,-0.16766504627350384,2020-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.16521388958015024,2020-07
4,AMBOHIMIERA,AMBOHIMIERA,-0.1572122220120902,2020-07
9,ANALAMPASINA,ANALAMPASINA,-0.22184364041482785,2020-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.1893302179603415,2020-07
7,AMBIABE,ANDRORANGAVOLA,-0.24474475162702758,2020-07
14,ANTARETRA,ANTARETRA,-0.2583725232586559,2020-07
15,ANTSINDRA,ANTSINDRA,-0.22531588244483455,2020-07
5,AMPASINAMBO,FASINTSARA,-0.24561778181055566,2020-07
11,FASINTSARA,FASINTSARA,-0.20992613789388226,2020-07
8,IFANADIANA,IFANADIANA,-0.26050218769833366,2020-07
3,KELILALINA,KELILALINA,-0.2609923414388331,2020-07
12,MAROHARATRA,MAROHARATRA,-0.20938292601095765,2020-07
13,MAROTOKO,MAROTOKO,-0.18775315791162406,2020-07
1,RANOMAFANA,RANOMAFANA,-0.24671879836475194,2020-07
10,TSARATANANA,TSARATANANA,-0.239656804764878,2020-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2976154064119017,2020-08
4,AMBOHIMIERA,AMBOHIMIERA,-0.2666534476880895,2020-08
9,ANALAMPASINA,ANALAMPASINA,-0.40139326121047164,2020-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3216489613653703,2020-08
7,AMBIABE,ANDRORANGAVOLA,-0.41948893703222645,2020-08
14,ANTARETRA,ANTARETRA,-0.4402046068834171,2020-08
15,ANTSINDRA,ANTSINDRA,-0.4066561769746042,2020-08
5,AMPASINAMBO,FASINTSARA,-0.4595476491438629,2020-08
11,FASINTSARA,FASINTSARA,-0.3901173591334871,2020-08
8,IFANADIANA,IFANADIANA,-0.45081822662095944,2020-08
3,KELILALINA,KELILALINA,-0.44797595396483153,2020-08
12,MAROHARATRA,MAROHARATRA,-0.38833622816395974,2020-08
13,MAROTOKO,MAROTOKO,-0.3172590795353457,2020-08
1,RANOMAFANA,RANOMAFANA,-0.4164230995003874,2020-08
10,TSARATANANA,TSARATANANA,-0.41714431340729813,2020-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.3460341670283134,2020-09
4,AMBOHIMIERA,AMBOHIMIERA,-0.30888248393420736,2020-09
9,ANALAMPASINA,ANALAMPASINA,-0.46157910878638025,2020-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.37283544443134903,2020-09
7,AMBIABE,ANDRORANGAVOLA,-0.4783198570720808,2020-09
14,ANTARETRA,ANTARETRA,-0.5191597338228984,2020-09
15,ANTSINDRA,ANTSINDRA,-0.47767394758262244,2020-09
5,AMPASINAMBO,FASINTSARA,-0.513068391680381,2020-09
11,FASINTSARA,FASINTSARA,-0.4462460511494559,2020-09
8,IFANADIANA,IFANADIANA,-0.522984538933405,2020-09
3,KELILALINA,KELILALINA,-0.5123128127162558,2020-09
12,MAROHARATRA,MAROHARATRA,-0.4417384143001078,2020-09
13,MAROTOKO,MAROTOKO,-0.36783365552433506,2020-09
1,RANOMAFANA,RANOMAFANA,-0.46936690165863004,2020-09
10,TSARATANANA,TSARATANANA,-0.49308362487069757,2020-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.31349203575287904,2020-10
4,AMBOHIMIERA,AMBOHIMIERA,-0.27961949803064917,2020-10
9,ANALAMPASINA,ANALAMPASINA,-0.4040160657310297,2020-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3111238433460483,2020-10
7,AMBIABE,ANDRORANGAVOLA,-0.39139895447663736,2020-10
14,ANTARETRA,ANTARETRA,-0.43619484117824703,2020-10
15,ANTSINDRA,ANTSINDRA,-0.4251954553606127,2020-10
5,AMPASINAMBO,FASINTSARA,-0.4659166537365158,2020-10
11,FASINTSARA,FASINTSARA,-0.40146218145002294,2020-10
8,IFANADIANA,IFANADIANA,-0.43093719380177964,2020-10
3,KELILALINA,KELILALINA,-0.4222169461808117,2020-10
12,MAROHARATRA,MAROHARATRA,-0.4056567095864771,2020-10
13,MAROTOKO,MAROTOKO,-0.3048103411220133,2020-10
1,RANOMAFANA,RANOMAFANA,-0.3908215052686911,2020-10
10,TSARATANANA,TSARATANANA,-0.4231100597796618,2020-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.44407188310015133,2020-11
4,AMBOHIMIERA,AMBOHIMIERA,-0.38730907021262745,2020-11
9,ANALAMPASINA,ANALAMPASINA,-0.5716425971644784,2020-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.4610264001905802,2020-11
7,AMBIABE,ANDRORANGAVOLA,-0.5726573526842395,2020-11
14,ANTARETRA,ANTARETRA,-0.6561008339217409,2020-11
15,ANTSINDRA,ANTSINDRA,-0.6201745450253225,2020-11
5,AMPASINAMBO,FASINTSARA,-0.6573144763835819,2020-11
11,FASINTSARA,FASINTSARA,-0.5737041774741921,2020-11
8,IFANADIANA,IFANADIANA,-0.6385077728210807,2020-11
3,KELILALINA,KELILALINA,-0.6127124899878253,2020-11
12,MAROHARATRA,MAROHARATRA,-0.5858189506919681,2020-11
13,MAROTOKO,MAROTOKO,-0.45566531534479365,2020-11
1,RANOMAFANA,RANOMAFANA,-0.5517369079678403,2020-11
10,TSARATANANA,TSARATANANA,-0.6228227481021201,2020-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.31710118131374954,2020-12
4,AMBOHIMIERA,AMBOHIMIERA,-0.2858179250289878,2020-12
9,ANALAMPASINA,ANALAMPASINA,-0.4020774109477425,2020-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.3440019186189749,2020-12
7,AMBIABE,ANDRORANGAVOLA,-0.42138368427018463,2020-12
14,ANTARETRA,ANTARETRA,-0.4773564152455672,2020-12
15,ANTSINDRA,ANTSINDRA,-0.4395932858162078,2020-12
5,AMPASINAMBO,FASINTSARA,-0.45711974320912274,2020-12
11,FASINTSARA,FASINTSARA,-0.40588639626767536,2020-12
8,IFANADIANA,IFANADIANA,-0.46151593873208363,2020-12
3,KELILALINA,KELILALINA,-0.44851564814121053,2020-12
12,MAROHARATRA,MAROHARATRA,-0.4169049682429131,2020-12
13,MAROTOKO,MAROTOKO,-0.34363706158559254,2020-12
1,RANOMAFANA,RANOMAFANA,-0.41087304968647764,2020-12
10,TSARATANANA,TSARATANANA,-0.4462015638065461,2020-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.43628132349961307,2021-01
4,AMBOHIMIERA,AMBOHIMIERA,-0.38418035644920967,2021-01
9,ANALAMPASINA,ANALAMPASINA,-0.5591914268955666,2021-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.4536997777162799,2021-01
7,AMBIABE,ANDRORANGAVOLA,-0.5623746537710943,2021-01
14,ANTARETRA,ANTARETRA,-0.6116156007541785,2021-01
15,ANTSINDRA,ANTSINDRA,-0.5850207516426991,2021-01
5,AMPASINAMBO,FASINTSARA,-0.6174053463079046,2021-01
11,FASINTSARA,FASINTSARA,-0.5539875210921109,2021-01
8,IFANADIANA,IFANADIANA,-0.6120536958147069,2021-01
3,KELILALINA,KELILALINA,-0.5971105966442756,2021-01
12,MAROHARATRA,MAROHARATRA,-0.5513338976604927,2021-01
13,MAROTOKO,MAROTOKO,-0.44917533240486085,2021-01
1,RANOMAFANA,RANOMAFANA,-0.546860781498802,2021-01
10,TSARATANANA,TSARATANANA,-0.588432095823091,2021-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2650855034132926,2021-02
4,AMBOHIMIERA,AMBOHIMIERA,-0.23974587877323345,2021-02
9,ANALAMPASINA,ANALAMPASINA,-0.3415485604695844,2021-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,-0.28396173246053735,2021-02
7,AMBIABE,ANDRORANGAVOLA,-0.34249804834278164,2021-02
14,ANTARETRA,ANTARETRA,-0.3735931232442707,2021-02
15,ANTSINDRA,ANTSINDRA,-0.34201587500563235,2021-02
5,AMPASINAMBO,FASINTSARA,-0.3751807720182185,2021-02
11,FASINTSARA,FASINTSARA,-0.33125605026487537,2021-02
8,IFANADIANA,IFANADIANA,-0.37111477477715654,2021-02
3,KELILALINA,KELILALINA,-0.3602773613853004,2021-02
12,MAROHARATRA,MAROHARATRA,-0.3223824981817007,2021-02
13,MAROTOKO,MAROTOKO,-0.28359700594294324,2021-02
1,RANOMAFANA,RANOMAFANA,-0.33448648182997903,2021-02
10,TSARATANANA,TSARATANANA,-0.34778545046364256,2021-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,-0.2679107816432838,2021-03
