fid,new_commun,old_commun,mean_temp,date
5,AMPASINAMBO,FASINTSARA,20.64765163780527,2006-02
11,FASINTSARA,FASINTSARA,21.98011470546373,2006-02
8,IFANADIANA,IFANADIANA,23.036240618193975,2006-02
3,KELILALINA,KELILALINA,22.19971921266295,2006-02
12,MAROHARATRA,MAROHARATRA,22.407389621179213,2006-02
13,MAROTOKO,MAROTOKO,24.166558505505144,2006-02
1,RANOMAFANA,RANOMAFANA,21.02373502803522,2006-02
10,TSARATANANA,TSARATANANA,23.064457096098195,2006-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.149994433306134,2006-03
4,AMBOHIMIERA,AMBOHIMIERA,20.952445055763267,2006-03
9,ANALAMPASINA,ANALAMPASINA,21.245829827467443,2006-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.608964150564066,2006-03
7,AMBIABE,ANDRORANGAVOLA,22.88478061188431,2006-03
14,ANTARETRA,ANTARETRA,23.709755846291294,2006-03
15,ANTSINDRA,ANTSINDRA,22.86881592568152,2006-03
5,AMPASINAMBO,FASINTSARA,20.620350798255526,2006-03
11,FASINTSARA,FASINTSARA,21.924922281912988,2006-03
8,IFANADIANA,IFANADIANA,23.01393247536694,2006-03
3,KELILALINA,KELILALINA,22.167005147148327,2006-03
12,MAROHARATRA,MAROHARATRA,22.32194868635559,2006-03
13,MAROTOKO,MAROTOKO,24.062603658585147,2006-03
1,RANOMAFANA,RANOMAFANA,20.9939805072,2006-03
10,TSARATANANA,TSARATANANA,23.035523762933114,2006-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.619043444606746,2006-04
4,AMBOHIMIERA,AMBOHIMIERA,19.388468632805452,2006-04
9,ANALAMPASINA,ANALAMPASINA,19.699907348905054,2006-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,21.906061070012413,2006-04
7,AMBIABE,ANDRORANGAVOLA,21.174397598390073,2006-04
14,ANTARETRA,ANTARETRA,22.063738366567588,2006-04
15,ANTSINDRA,ANTSINDRA,21.360295122970545,2006-04
5,AMPASINAMBO,FASINTSARA,19.168391022299396,2006-04
11,FASINTSARA,FASINTSARA,20.434089911262788,2006-04
8,IFANADIANA,IFANADIANA,21.350043251534032,2006-04
3,KELILALINA,KELILALINA,20.508669403889808,2006-04
12,MAROHARATRA,MAROHARATRA,20.852210677045793,2006-04
13,MAROTOKO,MAROTOKO,22.34098800343587,2006-04
1,RANOMAFANA,RANOMAFANA,19.34486780836384,2006-04
10,TSARATANANA,TSARATANANA,21.446781687071987,2006-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,19.190603386100655,2006-05
4,AMBOHIMIERA,AMBOHIMIERA,17.989337812983724,2006-05
9,ANALAMPASINA,ANALAMPASINA,18.369494953094293,2006-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.346974769441204,2006-05
7,AMBIABE,ANDRORANGAVOLA,19.70788859115364,2006-05
14,ANTARETRA,ANTARETRA,20.477622440122236,2006-05
15,ANTSINDRA,ANTSINDRA,19.810834563507356,2006-05
5,AMPASINAMBO,FASINTSARA,17.686987836108408,2006-05
11,FASINTSARA,FASINTSARA,18.972551842821844,2006-05
8,IFANADIANA,IFANADIANA,19.819209726397624,2006-05
3,KELILALINA,KELILALINA,19.055875689342255,2006-05
12,MAROHARATRA,MAROHARATRA,19.342592205871135,2006-05
13,MAROTOKO,MAROTOKO,20.781015433604615,2006-05
1,RANOMAFANA,RANOMAFANA,17.937931684122663,2006-05
10,TSARATANANA,TSARATANANA,19.886992603670176,2006-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,17.147093472212237,2006-06
4,AMBOHIMIERA,AMBOHIMIERA,15.909936554130015,2006-06
9,ANALAMPASINA,ANALAMPASINA,16.203830258557954,2006-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,18.525931716493528,2006-06
7,AMBIABE,ANDRORANGAVOLA,17.836665044085546,2006-06
14,ANTARETRA,ANTARETRA,18.654743312169366,2006-06
15,ANTSINDRA,ANTSINDRA,17.878004674606665,2006-06
5,AMPASINAMBO,FASINTSARA,15.575843652822542,2006-06
11,FASINTSARA,FASINTSARA,16.91812257885183,2006-06
8,IFANADIANA,IFANADIANA,17.976167261547054,2006-06
3,KELILALINA,KELILALINA,17.125656328698845,2006-06
12,MAROHARATRA,MAROHARATRA,17.32622832784582,2006-06
13,MAROTOKO,MAROTOKO,18.991120520426414,2006-06
1,RANOMAFANA,RANOMAFANA,15.919755392790869,2006-06
10,TSARATANANA,TSARATANANA,18.023945159122473,2006-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,15.80460645879571,2006-07
4,AMBOHIMIERA,AMBOHIMIERA,14.463691313638295,2006-07
9,ANALAMPASINA,ANALAMPASINA,14.826788233184908,2006-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,17.043362054717438,2006-07
7,AMBIABE,ANDRORANGAVOLA,16.32893690661898,2006-07
14,ANTARETRA,ANTARETRA,17.192909813680554,2006-07
15,ANTSINDRA,ANTSINDRA,16.52376756130081,2006-07
5,AMPASINAMBO,FASINTSARA,14.224592677301315,2006-07
11,FASINTSARA,FASINTSARA,15.594310811638392,2006-07
8,IFANADIANA,IFANADIANA,16.484738579884457,2006-07
3,KELILALINA,KELILALINA,15.629161550876882,2006-07
12,MAROHARATRA,MAROHARATRA,15.99750607421067,2006-07
13,MAROTOKO,MAROTOKO,17.52545400819714,2006-07
1,RANOMAFANA,RANOMAFANA,14.412209049326982,2006-07
10,TSARATANANA,TSARATANANA,16.605632595764597,2006-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,16.7218856445853,2006-08
4,AMBOHIMIERA,AMBOHIMIERA,15.432354302176433,2006-08
9,ANALAMPASINA,ANALAMPASINA,15.742698924075658,2006-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,18.12086596883422,2006-08
7,AMBIABE,ANDRORANGAVOLA,17.33785716359021,2006-08
14,ANTARETRA,ANTARETRA,18.218291808640327,2006-08
15,ANTSINDRA,ANTSINDRA,17.489555597568856,2006-08
5,AMPASINAMBO,FASINTSARA,15.227479568637639,2006-08
11,FASINTSARA,FASINTSARA,16.558361148764163,2006-08
8,IFANADIANA,IFANADIANA,17.503216570698854,2006-08
3,KELILALINA,KELILALINA,16.609067431242643,2006-08
12,MAROHARATRA,MAROHARATRA,16.96674808942828,2006-08
13,MAROTOKO,MAROTOKO,18.596898946590773,2006-08
1,RANOMAFANA,RANOMAFANA,15.414231441948358,2006-08
10,TSARATANANA,TSARATANANA,17.569879649615416,2006-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,16.766593129759865,2006-09
4,AMBOHIMIERA,AMBOHIMIERA,15.606385531670252,2006-09
9,ANALAMPASINA,ANALAMPASINA,15.805041282695878,2006-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,18.23987504060887,2006-09
7,AMBIABE,ANDRORANGAVOLA,17.42511609965172,2006-09
14,ANTARETRA,ANTARETRA,18.365418211469176,2006-09
15,ANTSINDRA,ANTSINDRA,17.57753415019201,2006-09
5,AMPASINAMBO,FASINTSARA,15.478642297299611,2006-09
11,FASINTSARA,FASINTSARA,16.649257307348822,2006-09
8,IFANADIANA,IFANADIANA,17.59721818897252,2006-09
3,KELILALINA,KELILALINA,16.699261481270835,2006-09
12,MAROHARATRA,MAROHARATRA,17.0898204528278,2006-09
13,MAROTOKO,MAROTOKO,18.70610378270682,2006-09
1,RANOMAFANA,RANOMAFANA,15.561867905677099,2006-09
10,TSARATANANA,TSARATANANA,17.66383138363149,2006-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,19.00812482382147,2006-10
4,AMBOHIMIERA,AMBOHIMIERA,17.769795307929837,2006-10
9,ANALAMPASINA,ANALAMPASINA,18.07650712416866,2006-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.3876255114837,2006-10
7,AMBIABE,ANDRORANGAVOLA,19.573004850787957,2006-10
14,ANTARETRA,ANTARETRA,20.531674643595885,2006-10
15,ANTSINDRA,ANTSINDRA,19.781297813614408,2006-10
5,AMPASINAMBO,FASINTSARA,17.589445181168937,2006-10
11,FASINTSARA,FASINTSARA,18.85655167410994,2006-10
8,IFANADIANA,IFANADIANA,19.74331689050942,2006-10
3,KELILALINA,KELILALINA,18.84828909355813,2006-10
12,MAROHARATRA,MAROHARATRA,19.282798421567506,2006-10
13,MAROTOKO,MAROTOKO,20.826139598364865,2006-10
1,RANOMAFANA,RANOMAFANA,17.700270918894525,2006-10
10,TSARATANANA,TSARATANANA,19.837377600853536,2006-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.20306825456938,2006-11
4,AMBOHIMIERA,AMBOHIMIERA,20.039759970853208,2006-11
9,ANALAMPASINA,ANALAMPASINA,20.341019413050702,2006-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.5253335719482,2006-11
7,AMBIABE,ANDRORANGAVOLA,21.745265795897936,2006-11
14,ANTARETRA,ANTARETRA,22.66470766421403,2006-11
15,ANTSINDRA,ANTSINDRA,21.91151128836847,2006-11
5,AMPASINAMBO,FASINTSARA,19.746979002268777,2006-11
11,FASINTSARA,FASINTSARA,21.02096179096389,2006-11
8,IFANADIANA,IFANADIANA,21.883209763615195,2006-11
3,KELILALINA,KELILALINA,21.040810923510612,2006-11
12,MAROHARATRA,MAROHARATRA,21.42955502731053,2006-11
13,MAROTOKO,MAROTOKO,22.964529936246386,2006-11
1,RANOMAFANA,RANOMAFANA,19.97270448454977,2006-11
10,TSARATANANA,TSARATANANA,21.96097685862894,2006-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.222551914354813,2006-12
4,AMBOHIMIERA,AMBOHIMIERA,20.904036678732975,2006-12
9,ANALAMPASINA,ANALAMPASINA,21.277455188680307,2006-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.61506213541614,2006-12
7,AMBIABE,ANDRORANGAVOLA,22.848514061487936,2006-12
14,ANTARETRA,ANTARETRA,23.71300771297305,2006-12
15,ANTSINDRA,ANTSINDRA,22.959008472414286,2006-12
5,AMPASINAMBO,FASINTSARA,20.652308940561937,2006-12
11,FASINTSARA,FASINTSARA,22.017504387901436,2006-12
8,IFANADIANA,IFANADIANA,22.96568718132047,2006-12
3,KELILALINA,KELILALINA,22.08124461686359,2006-12
12,MAROHARATRA,MAROHARATRA,22.430408951345203,2006-12
13,MAROTOKO,MAROTOKO,24.105742748540433,2006-12
1,RANOMAFANA,RANOMAFANA,20.867631654922814,2006-12
10,TSARATANANA,TSARATANANA,23.039090173805644,2006-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.640889278188112,2007-01
4,AMBOHIMIERA,AMBOHIMIERA,20.55937398447738,2007-01
9,ANALAMPASINA,ANALAMPASINA,20.837672312814682,2007-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.89542574855961,2007-01
7,AMBIABE,ANDRORANGAVOLA,22.249176648711007,2007-01
14,ANTARETRA,ANTARETRA,22.961035634444574,2007-01
15,ANTSINDRA,ANTSINDRA,22.21500573352538,2007-01
5,AMPASINAMBO,FASINTSARA,20.199326709592288,2007-01
11,FASINTSARA,FASINTSARA,21.40991876039219,2007-01
8,IFANADIANA,IFANADIANA,22.307836227604362,2007-01
3,KELILALINA,KELILALINA,21.584073760064154,2007-01
12,MAROHARATRA,MAROHARATRA,21.7679492124618,2007-01
13,MAROTOKO,MAROTOKO,23.354080968448024,2007-01
1,RANOMAFANA,RANOMAFANA,20.560909685618302,2007-01
10,TSARATANANA,TSARATANANA,22.344660515493043,2007-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.35627076516001,2007-02
4,AMBOHIMIERA,AMBOHIMIERA,21.2001186718366,2007-02
9,ANALAMPASINA,ANALAMPASINA,21.489816691688365,2007-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.63655191757711,2007-02
7,AMBIABE,ANDRORANGAVOLA,22.994793943465773,2007-02
14,ANTARETRA,ANTARETRA,23.730881794506587,2007-02
15,ANTSINDRA,ANTSINDRA,22.984076845936332,2007-02
5,AMPASINAMBO,FASINTSARA,20.83354884158302,2007-02
11,FASINTSARA,FASINTSARA,22.11332016725662,2007-02
8,IFANADIANA,IFANADIANA,23.069791860899826,2007-02
3,KELILALINA,KELILALINA,22.29932231200174,2007-02
12,MAROHARATRA,MAROHARATRA,22.495292656968466,2007-02
13,MAROTOKO,MAROTOKO,24.114134657998484,2007-02
1,RANOMAFANA,RANOMAFANA,21.203263826673105,2007-02
10,TSARATANANA,TSARATANANA,23.123515355030975,2007-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.959904760997016,2007-03
4,AMBOHIMIERA,AMBOHIMIERA,20.720288266416777,2007-03
9,ANALAMPASINA,ANALAMPASINA,21.0612076135345,2007-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.362367078489346,2007-03
7,AMBIABE,ANDRORANGAVOLA,22.639346692624905,2007-03
14,ANTARETRA,ANTARETRA,23.420901904049476,2007-03
15,ANTSINDRA,ANTSINDRA,22.638698332445806,2007-03
5,AMPASINAMBO,FASINTSARA,20.450100065202953,2007-03
11,FASINTSARA,FASINTSARA,21.76764293023759,2007-03
8,IFANADIANA,IFANADIANA,22.724291463505555,2007-03
3,KELILALINA,KELILALINA,21.882128698958976,2007-03
12,MAROHARATRA,MAROHARATRA,22.16068141270184,2007-03
13,MAROTOKO,MAROTOKO,23.8496800126,2007-03
1,RANOMAFANA,RANOMAFANA,20.724221507751192,2007-03
10,TSARATANANA,TSARATANANA,22.746453785794863,2007-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.870104610223052,2007-04
4,AMBOHIMIERA,AMBOHIMIERA,19.63476189821065,2007-04
9,ANALAMPASINA,ANALAMPASINA,19.959174175049956,2007-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.219034295635964,2007-04
7,AMBIABE,ANDRORANGAVOLA,21.486530414014663,2007-04
14,ANTARETRA,ANTARETRA,22.33368485553389,2007-04
15,ANTSINDRA,ANTSINDRA,21.5905663493247,2007-04
5,AMPASINAMBO,FASINTSARA,19.437862489239528,2007-04
11,FASINTSARA,FASINTSARA,20.702890366632534,2007-04
8,IFANADIANA,IFANADIANA,21.62890002735283,2007-04
3,KELILALINA,KELILALINA,20.788782681636505,2007-04
12,MAROHARATRA,MAROHARATRA,21.127692565573792,2007-04
13,MAROTOKO,MAROTOKO,22.665503677481457,2007-04
1,RANOMAFANA,RANOMAFANA,19.628343845482757,2007-04
10,TSARATANANA,TSARATANANA,21.69148977423225,2007-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,18.738139540576,2007-05
4,AMBOHIMIERA,AMBOHIMIERA,17.54951392199729,2007-05
9,ANALAMPASINA,ANALAMPASINA,17.855965684315173,2007-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.030967281180256,2007-05
7,AMBIABE,ANDRORANGAVOLA,19.27721207266172,2007-05
14,ANTARETRA,ANTARETRA,20.171498012177576,2007-05
15,ANTSINDRA,ANTSINDRA,19.464428367934254,2007-05
5,AMPASINAMBO,FASINTSARA,17.41175075143886,2007-05
11,FASINTSARA,FASINTSARA,18.584109919298907,2007-05
8,IFANADIANA,IFANADIANA,19.442230688828456,2007-05
3,KELILALINA,KELILALINA,18.602201509257647,2007-05
12,MAROHARATRA,MAROHARATRA,18.998936386328822,2007-05
13,MAROTOKO,MAROTOKO,20.462439928930902,2007-05
1,RANOMAFANA,RANOMAFANA,17.477447556328638,2007-05
10,TSARATANANA,TSARATANANA,19.531242865393203,2007-05
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,16.079436843629637,2007-06
4,AMBOHIMIERA,AMBOHIMIERA,14.783977436887474,2007-06
9,ANALAMPASINA,ANALAMPASINA,15.083389345829364,2007-06
6,ANDRORANGAVOLA,ANDRORANGAVOLA,17.465830024251794,2007-06
7,AMBIABE,ANDRORANGAVOLA,16.759978907316192,2007-06
14,ANTARETRA,ANTARETRA,17.578238995693336,2007-06
15,ANTSINDRA,ANTSINDRA,16.814974556342435,2007-06
5,AMPASINAMBO,FASINTSARA,14.480074522440603,2007-06
11,FASINTSARA,FASINTSARA,15.858881305948282,2007-06
8,IFANADIANA,IFANADIANA,16.879457017246263,2007-06
3,KELILALINA,KELILALINA,16.017039788999746,2007-06
12,MAROHARATRA,MAROHARATRA,16.287555386642,2007-06
13,MAROTOKO,MAROTOKO,18.001433439177035,2007-06
1,RANOMAFANA,RANOMAFANA,14.784585744291824,2007-06
10,TSARATANANA,TSARATANANA,16.949994582777066,2007-06
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,15.907239198113423,2007-07
4,AMBOHIMIERA,AMBOHIMIERA,14.618830770133583,2007-07
9,ANALAMPASINA,ANALAMPASINA,14.842758668723366,2007-07
6,ANDRORANGAVOLA,ANDRORANGAVOLA,17.430277482664504,2007-07
7,AMBIABE,ANDRORANGAVOLA,16.641707587992283,2007-07
14,ANTARETRA,ANTARETRA,17.59350143661383,2007-07
15,ANTSINDRA,ANTSINDRA,16.77738721183795,2007-07
5,AMPASINAMBO,FASINTSARA,14.371996883120433,2007-07
11,FASINTSARA,FASINTSARA,15.727653595151818,2007-07
8,IFANADIANA,IFANADIANA,16.836670534337486,2007-07
3,KELILALINA,KELILALINA,15.897514240464245,2007-07
12,MAROHARATRA,MAROHARATRA,16.223402785645597,2007-07
13,MAROTOKO,MAROTOKO,17.907964788676125,2007-07
1,RANOMAFANA,RANOMAFANA,14.614134317750196,2007-07
10,TSARATANANA,TSARATANANA,16.921792025279274,2007-07
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,16.062853227388544,2007-08
4,AMBOHIMIERA,AMBOHIMIERA,14.931793589646148,2007-08
9,ANALAMPASINA,ANALAMPASINA,15.13566892924287,2007-08
6,ANDRORANGAVOLA,ANDRORANGAVOLA,17.563464548127346,2007-08
7,AMBIABE,ANDRORANGAVOLA,16.823524341886518,2007-08
14,ANTARETRA,ANTARETRA,17.644537792679664,2007-08
15,ANTSINDRA,ANTSINDRA,16.83005632989216,2007-08
5,AMPASINAMBO,FASINTSARA,14.639428157859717,2007-08
11,FASINTSARA,FASINTSARA,15.89936966062093,2007-08
8,IFANADIANA,IFANADIANA,16.936137471192676,2007-08
3,KELILALINA,KELILALINA,16.076653463771066,2007-08
12,MAROHARATRA,MAROHARATRA,16.315217900787196,2007-08
13,MAROTOKO,MAROTOKO,18.069477972641057,2007-08
1,RANOMAFANA,RANOMAFANA,14.938093059925512,2007-08
10,TSARATANANA,TSARATANANA,16.946946932653088,2007-08
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,17.099803037859346,2007-09
4,AMBOHIMIERA,AMBOHIMIERA,15.93497940528144,2007-09
9,ANALAMPASINA,ANALAMPASINA,16.122558198040316,2007-09
6,ANDRORANGAVOLA,ANDRORANGAVOLA,18.69965888224642,2007-09
7,AMBIABE,ANDRORANGAVOLA,17.82527258346812,2007-09
14,ANTARETRA,ANTARETRA,18.8456551666492,2007-09
15,ANTSINDRA,ANTSINDRA,17.957368814252888,2007-09
5,AMPASINAMBO,FASINTSARA,15.691657059425486,2007-09
11,FASINTSARA,FASINTSARA,16.926390168076598,2007-09
8,IFANADIANA,IFANADIANA,18.028998385581833,2007-09
3,KELILALINA,KELILALINA,17.079948078701463,2007-09
12,MAROHARATRA,MAROHARATRA,17.375524749450058,2007-09
13,MAROTOKO,MAROTOKO,19.172165151373864,2007-09
1,RANOMAFANA,RANOMAFANA,15.884886226591638,2007-09
10,TSARATANANA,TSARATANANA,18.097577007322222,2007-09
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,18.60789719613613,2007-10
4,AMBOHIMIERA,AMBOHIMIERA,17.498889864769545,2007-10
9,ANALAMPASINA,ANALAMPASINA,17.670494915556155,2007-10
6,ANDRORANGAVOLA,ANDRORANGAVOLA,20.160902684418357,2007-10
7,AMBIABE,ANDRORANGAVOLA,19.273191789898004,2007-10
14,ANTARETRA,ANTARETRA,20.302974742838867,2007-10
15,ANTSINDRA,ANTSINDRA,19.46313613739611,2007-10
5,AMPASINAMBO,FASINTSARA,17.315303898131596,2007-10
11,FASINTSARA,FASINTSARA,18.483559264727365,2007-10
8,IFANADIANA,IFANADIANA,19.471407763276275,2007-10
3,KELILALINA,KELILALINA,18.5397100064277,2007-10
12,MAROHARATRA,MAROHARATRA,18.950901096685474,2007-10
13,MAROTOKO,MAROTOKO,20.627478529955916,2007-10
1,RANOMAFANA,RANOMAFANA,17.423163780086295,2007-10
10,TSARATANANA,TSARATANANA,19.55073526849623,2007-10
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.550106635145205,2007-11
4,AMBOHIMIERA,AMBOHIMIERA,20.254706011198767,2007-11
9,ANALAMPASINA,ANALAMPASINA,20.591202826954994,2007-11
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.956856158183285,2007-11
7,AMBIABE,ANDRORANGAVOLA,22.133262384577915,2007-11
14,ANTARETRA,ANTARETRA,23.086058248030337,2007-11
15,ANTSINDRA,ANTSINDRA,22.35457461238358,2007-11
5,AMPASINAMBO,FASINTSARA,19.981955322258326,2007-11
11,FASINTSARA,FASINTSARA,21.342441782451125,2007-11
8,IFANADIANA,IFANADIANA,22.311169668451726,2007-11
3,KELILALINA,KELILALINA,21.388190143981706,2007-11
12,MAROHARATRA,MAROHARATRA,21.779863621293515,2007-11
13,MAROTOKO,MAROTOKO,23.40797096776239,2007-11
1,RANOMAFANA,RANOMAFANA,20.173282575577645,2007-11
10,TSARATANANA,TSARATANANA,22.41454104749755,2007-11
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.66630181841317,2007-12
4,AMBOHIMIERA,AMBOHIMIERA,21.30104671907854,2007-12
9,ANALAMPASINA,ANALAMPASINA,21.673218074605465,2007-12
6,ANDRORANGAVOLA,ANDRORANGAVOLA,24.14617221039492,2007-12
7,AMBIABE,ANDRORANGAVOLA,23.351200656791512,2007-12
14,ANTARETRA,ANTARETRA,24.222517826336087,2007-12
15,ANTSINDRA,ANTSINDRA,23.42937212492666,2007-12
5,AMPASINAMBO,FASINTSARA,20.952667218801352,2007-12
11,FASINTSARA,FASINTSARA,22.420072288427914,2007-12
8,IFANADIANA,IFANADIANA,23.47155766841017,2007-12
3,KELILALINA,KELILALINA,22.54711329569644,2007-12
12,MAROHARATRA,MAROHARATRA,22.84044322552221,2007-12
13,MAROTOKO,MAROTOKO,24.662006803997876,2007-12
1,RANOMAFANA,RANOMAFANA,21.272280821527932,2007-12
10,TSARATANANA,TSARATANANA,23.543105147921114,2007-12
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,22.453256013603028,2008-01
4,AMBOHIMIERA,AMBOHIMIERA,21.24107405066668,2008-01
9,ANALAMPASINA,ANALAMPASINA,21.515739042520007,2008-01
6,ANDRORANGAVOLA,ANDRORANGAVOLA,23.98099138377819,2008-01
7,AMBIABE,ANDRORANGAVOLA,23.222567819455808,2008-01
14,ANTARETRA,ANTARETRA,24.093152065782927,2008-01
15,ANTSINDRA,ANTSINDRA,23.21920699610357,2008-01
5,AMPASINAMBO,FASINTSARA,20.81108241825355,2008-01
11,FASINTSARA,FASINTSARA,22.18296820365548,2008-01
8,IFANADIANA,IFANADIANA,23.334077661060448,2008-01
3,KELILALINA,KELILALINA,22.463907868815404,2008-01
12,MAROHARATRA,MAROHARATRA,22.610641947050002,2008-01
13,MAROTOKO,MAROTOKO,24.469117026496157,2008-01
1,RANOMAFANA,RANOMAFANA,21.274993426701727,2008-01
10,TSARATANANA,TSARATANANA,23.368589831098653,2008-01
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,21.41808284214992,2008-02
4,AMBOHIMIERA,AMBOHIMIERA,20.241095932071257,2008-02
9,ANALAMPASINA,ANALAMPASINA,20.52989288335181,2008-02
6,ANDRORANGAVOLA,ANDRORANGAVOLA,22.855671776634853,2008-02
7,AMBIABE,ANDRORANGAVOLA,22.096033605773005,2008-02
14,ANTARETRA,ANTARETRA,22.948801113629017,2008-02
15,ANTSINDRA,ANTSINDRA,22.10427027362946,2008-02
5,AMPASINAMBO,FASINTSARA,19.823519194970626,2008-02
11,FASINTSARA,FASINTSARA,21.148838516214422,2008-02
8,IFANADIANA,IFANADIANA,22.206370515696406,2008-02
3,KELILALINA,KELILALINA,21.36923102665908,2008-02
12,MAROHARATRA,MAROHARATRA,21.560489843490874,2008-02
13,MAROTOKO,MAROTOKO,23.339403876838826,2008-02
1,RANOMAFANA,RANOMAFANA,20.22354636480655,2008-02
10,TSARATANANA,TSARATANANA,22.25618809474148,2008-02
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.488396855400158,2008-03
4,AMBOHIMIERA,AMBOHIMIERA,19.274350232397143,2008-03
9,ANALAMPASINA,ANALAMPASINA,19.566253050065708,2008-03
6,ANDRORANGAVOLA,ANDRORANGAVOLA,21.994482540561137,2008-03
7,AMBIABE,ANDRORANGAVOLA,21.22305952748126,2008-03
14,ANTARETRA,ANTARETRA,22.135185859829775,2008-03
15,ANTSINDRA,ANTSINDRA,21.247848561606975,2008-03
5,AMPASINAMBO,FASINTSARA,18.986777839078513,2008-03
11,FASINTSARA,FASINTSARA,20.2714416807141,2008-03
8,IFANADIANA,IFANADIANA,21.364096488275855,2008-03
3,KELILALINA,KELILALINA,20.480524764096852,2008-03
12,MAROHARATRA,MAROHARATRA,20.701836935188528,2008-03
13,MAROTOKO,MAROTOKO,22.473293434934106,2008-03
1,RANOMAFANA,RANOMAFANA,19.283054767262072,2008-03
10,TSARATANANA,TSARATANANA,21.412213976768356,2008-03
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,20.331101512733756,2008-04
4,AMBOHIMIERA,AMBOHIMIERA,19.149293459155526,2008-04
9,ANALAMPASINA,ANALAMPASINA,19.4747714904462,2008-04
6,ANDRORANGAVOLA,ANDRORANGAVOLA,21.632097320842664,2008-04
7,AMBIABE,ANDRORANGAVOLA,20.93084843321346,2008-04
14,ANTARETRA,ANTARETRA,21.719421972311107,2008-04
15,ANTSINDRA,ANTSINDRA,20.969279635217866,2008-04
5,AMPASINAMBO,FASINTSARA,18.925898756762958,2008-04
11,FASINTSARA,FASINTSARA,20.145088199743977,2008-04
8,IFANADIANA,IFANADIANA,21.033937042113237,2008-04
3,KELILALINA,KELILALINA,20.234696269644143,2008-04
12,MAROHARATRA,MAROHARATRA,20.521575335505943,2008-04
13,MAROTOKO,MAROTOKO,22.08313263791133,2008-04
1,RANOMAFANA,RANOMAFANA,19.12962130592351,2008-04
10,TSARATANANA,TSARATANANA,21.074954655809574,2008-04
2,AMBOHIMANGA DU SUD,AMBOHIMANGA DU SUD,17.25158511025034,2008-05
4,AMBOHIMIERA,AMBOHIMIERA,15.991428997348399,2008-05
9,ANALAMPASINA,ANALAMPASINA,16.36371990613613,2008-05
6,ANDRORANGAVOLA,ANDRORANGAVOLA,18.50976427813856,2008-05
7,AMBIABE,ANDRORANGAVOLA,17.801961994696637,2008-05
14,ANTARETRA,ANTARETRA,18.65356495900196,2008-05
15,ANTSINDRA,ANTSINDRA,17.926617368452593,2008-05
5,AMPASINAMBO,FASINTSARA,15.737280868180743,2008-05
11,FASINTSARA,FASINTSARA,17.030751672214535,2008-05
8,IFANADIANA,IFANADIANA,17.94893134121556,2008-05
3,KELILALINA,KELILALINA,17.11610583345762,2008-05
12,MAROHARATRA,MAROHARATRA,17.419867627522137,2008-05
